name,dates,lang,exam_date,return_date,link,days_inbetween,reporter,semester,comment,Column
Corporate Finance 2 (VU),06/23/2020 17:30 → 07/06/2020 11:23,de,"Jun 23, 2020 5:30 PM","Jul 6, 2020 11:23 AM",https://bestande.ch/uzh/50873018/chat,12,abraham sagt bbraham,20201,,"Jul 7, 2020 3:25 PM"
BME 247 Practical in Histology,06/23/2020 16:45 → 07/06/2020 17:01,de,"Jun 23, 2020 4:45 PM","Jul 6, 2020 5:01 PM",https://bestande.ch/uzh/50836048/chat,13,sternlii,20201,,"Jul 7, 2020 3:25 PM"
Einführung in die Neuroökonomie und Soziale Neurowissenschaften (V) (Introduction to Neuroeconomics and Social Neuroscience),06/17/2020 18:00 → 07/07/2020 12:08,de,"Jun 17, 2020 6:00 PM","Jul 7, 2020 12:08 PM",https://bestande.ch/uzh/50450386/timetable,19,weissbrot,20201,,"Jul 7, 2020 3:25 PM"
Mobile Communication Systems (L+E),06/17/2020 11:45 → 07/06/2020 18:54,de,"Jun 17, 2020 11:45 AM","Jul 6, 2020 6:54 PM",https://bestande.ch/uzh/50825256/chat,19,oerlikonman10,20201,,"Jul 7, 2020 3:25 PM"
BIO 141 Ecology and Biodiversity,06/16/2020 15:00 → 07/06/2020 13:19,de,"Jun 16, 2020 3:00 PM","Jul 6, 2020 1:19 PM",https://bestande.ch/uzh/50833144/chat,19,irchelBanana16,20201,,"Jul 7, 2020 3:25 PM"
BME 245 Physiology and anatomy II,06/15/2020 17:30 → 07/06/2020 14:19,de,"Jun 15, 2020 5:30 PM","Jul 6, 2020 2:19 PM",https://bestande.ch/uzh/50031849/chat,20,BioWoman,20201,,"Jul 7, 2020 3:25 PM"
Empirical Finance (S),06/09/2020 15:30 → 07/06/2020 22:17,de,"Jun 9, 2020 3:30 PM","Jul 6, 2020 10:17 PM",https://bestande.ch/uzh/50936688/chat,27,gangstarapper,20201,,"Jul 7, 2020 3:25 PM"
Globalisierung und Multinationale Unternehmen (V) (Globalization and Multinational Enterprises),06/08/2020 16:00 → 07/07/2020 11:59,de,"Jun 8, 2020 4:00 PM","Jul 7, 2020 11:59 AM",https://bestande.ch/uzh/50313790/chat,28,Lichthofman17,20201,,"Jul 7, 2020 3:25 PM"
Computer Graphics (L),06/08/2020 15:30 → 07/06/2020 18:01,en,"Jun 8, 2020 3:30 PM","Jul 6, 2020 6:01 PM",https://bestande.ch/uzh/50308238/chat,28,abcd1234,20201,,"Jul 7, 2020 3:25 PM"
An Introduction to MATLAB with Applications in Economics (L+E),02/14/2020 15:00 → 07/06/2020 10:13,de,"Feb 14, 2020 3:00 PM","Jul 6, 2020 10:13 AM",https://bestande.ch/uzh/50997060/chat,142,Albert Einstein,20201,,"Jul 7, 2020 3:36 PM"
Foundations of Computing I (L+E) (Formale Grundlagen der Informatik I),05/29/2020 11:30 → 07/06/2020 9:06,de,"May 29, 2020 11:30 AM","Jul 6, 2020 9:06 AM",https://bestande.ch/uzh/50821425/chat,37,galva101,20201,,"Jul 7, 2020 3:37 PM"
Introduction to Economics of Blockchain (S),05/20/2020 18:00 → 07/13/2020 9:41,de,"May 20, 2020 6:00 PM","Jul 13, 2020 9:41 AM",https://bestande.ch/uzh/50997515/chat,53,Limmatboy12,20201,,"Jul 7, 2020 3:38 PM"
"Global Policy Analysis: Poverty, Development, Growth (L+E)",06/16/2020 18:00 → 07/13/2020 9:37,en,"Jun 16, 2020 6:00 PM","Jul 13, 2020 9:37 AM",https://bestande.ch/uzh/50873017/chat,26,agglozürcher,20201,,"Jul 16, 2020 12:52 PM"
Unternehmens-Standardsoftware (V) (Business- Standardsoftware),06/10/2020 15:00 → 07/13/2020 9:51,de,"Jun 10, 2020 3:00 PM","Jul 13, 2020 9:51 AM",https://bestande.ch/uzh/50537185/chat,32,ZüriPrinzessin,20201,,"Jul 16, 2020 12:57 PM"
Econometrics for Policy Analysts (L+E),06/18/2020 12:00 → 07/13/2020 11:19,de,"Jun 18, 2020 12:00 PM","Jul 13, 2020 11:19 AM",https://bestande.ch/uzh/50749029/chat,24,futuref,20201,,"Jul 16, 2020 1:00 PM"
Organization Theories (L),06/11/2020 15:00 → 07/13/2020 11:11,en,"Jun 11, 2020 3:00 PM","Jul 13, 2020 11:11 AM",https://bestande.ch/uzh/50525076/stats,31,Dr Prof,20201,,"Jul 16, 2020 1:02 PM"
Social Computing (L+E),06/04/2020 12:00 → 07/13/2020 9:54,en,"Jun 4, 2020 12:00 PM","Jul 13, 2020 9:54 AM",https://bestande.ch/uzh/50820965/chat,38,Carciofo,20201,,"Jul 16, 2020 1:03 PM"
"Informatik, Ethik u. Gesellschaft (V) (Informatics, Ethics and Society)",05/07/2020 17:00 → 07/13/2020 9:47,de,"May 7, 2020 5:00 PM","Jul 13, 2020 9:47 AM",https://bestande.ch/uzh/50369984/chat,66,Limmatboy12,20201,,"Jul 16, 2020 1:05 PM"
Software Testing (L),06/09/2020 16:00 → 07/13/2020 9:46,en,"Jun 9, 2020 4:00 PM","Jul 13, 2020 9:46 AM",https://bestande.ch/uzh/50945567/chat,33,abcd1234,20201,,"Jul 16, 2020 1:15 PM"
XML and Databases (L),06/11/2020 9:45 → 07/13/2020 9:47,en,"Jun 11, 2020 9:45 AM","Jul 13, 2020 9:47 AM",https://bestande.ch/uzh/50352807/chat,32,icka,20201,,"Jul 16, 2020 1:16 PM"
Data Warehousing (L),06/16/2020 18:00 → 07/13/2020 9:47,en,"Jun 16, 2020 6:00 PM","Jul 13, 2020 9:47 AM",https://bestande.ch/uzh/50019546/chat,26,icka,20201,,"Jul 16, 2020 1:18 PM"
STA 120 Introduction to Statistics,06/30/2020 12:00 → 07/13/2020 7:21,en,"Jun 30, 2020 12:00 PM","Jul 13, 2020 7:21 AM",https://bestande.ch/uzh/50616950/chat,12,BioWoman,20201,,"Jul 16, 2020 1:19 PM"
Program Evaluation and Causal Inference (L+E),06/09/2020 9:45 → 07/10/2020 17:53,en,"Jun 9, 2020 9:45 AM","Jul 10, 2020 5:53 PM",https://bestande.ch/uzh/50575949/chat,31,yoomiii123,20201,,"Jul 16, 2020 1:20 PM"
Marketing Mix Modeling (V),05/26/2020 14:00 → 07/10/2020 16:47,en,"May 26, 2020 2:00 PM","Jul 10, 2020 4:47 PM",https://bestande.ch/uzh/50799370/chat,45,aoec17,20201,,"Jul 16, 2020 1:22 PM"
Advanced Financial Economics (L+E),06/18/2020 18:00 → 07/10/2020 14:57,en,"Jun 18, 2020 6:00 PM","Jul 10, 2020 2:57 PM",https://bestande.ch/uzh/50873092/chat,21,gangstarapper,20201,,"Jul 16, 2020 1:23 PM"
Seminar: Human-Computer Interaction (BSc),05/27/2020 12:00 → 07/10/2020 15:05,en,"May 27, 2020 12:00 PM","Jul 10, 2020 3:05 PM",https://bestande.ch/uzh/50530161/chat,44,Awesomedude15,20201,,"Jul 16, 2020 1:24 PM"
Organisation und Führung (V) (Organisation & Management),06/18/2020 12:00 → 07/10/2020 12:16,de,"Jun 18, 2020 12:00 PM","Jul 10, 2020 12:16 PM",https://bestande.ch/uzh/50475317/chat,22,Der_Typ,20201,,"Jul 16, 2020 1:26 PM"
Wirtschaftsinformatik I (V+Ü) (Business Informatics),06/19/2020 12:00 → 07/09/2020 16:41,de,"Jun 19, 2020 12:00 PM","Jul 9, 2020 4:41 PM",https://bestande.ch/uzh/50821734/chat,20,abcd1234,20201,,"Jul 16, 2020 1:27 PM"
International Macroeconomics (L+E),06/19/2020 12:00 → 07/10/2020 11:02,en,"Jun 19, 2020 12:00 PM","Jul 10, 2020 11:02 AM",https://bestande.ch/uzh/50393659/chat,20,Polymaster4,20201,,"Jul 16, 2020 1:29 PM"
MAT 901 Stochastics,05/29/2020 12:00 → 07/10/2020 8:41,de,"May 29, 2020 12:00 PM","Jul 10, 2020 8:41 AM",https://bestande.ch/uzh/50472439/chat,41,anonymous0,20201,,"Jul 16, 2020 1:31 PM"
Unternehmensbewertung (L+E) (Valuation of the firm),06/24/2020 12:00 → 07/09/2020 15:46,de,"Jun 24, 2020 12:00 PM","Jul 9, 2020 3:46 PM",https://bestande.ch/uzh/50019572/chat,15,uzhhenger,20201,,"Jul 16, 2020 1:32 PM"
Advanced Financial Accounting (L+E),06/15/2020 12:00 → 07/09/2020 15:39,de,"Jun 15, 2020 12:00 PM","Jul 9, 2020 3:39 PM",https://bestande.ch/uzh/50393236/stats,24,@bQm,20201,,"Jul 16, 2020 1:35 PM"
Advanced Banking (L),06/11/2020 16:00 → 07/09/2020 15:37,en,"Jun 11, 2020 4:00 PM","Jul 9, 2020 3:37 PM",https://bestande.ch/uzh/50826915/chat,27,arbitrage4life,20201,,"Jul 16, 2020 1:37 PM"
Switzerland's Media System in Transition,05/25/2020 15:45 → 07/09/2020 15:31,en,"May 25, 2020 3:45 PM","Jul 9, 2020 3:31 PM",https://bestande.ch/uzh/50942159/chat,44,newsdepriviert,20201,,"Jul 16, 2020 1:39 PM"
Advertising,05/29/2020 12:00 → 07/09/2020 15:30,de,"May 29, 2020 12:00 PM","Jul 9, 2020 3:30 PM",https://bestande.ch/uzh/50942162/chat,41,newsdepriviert,20201,,"Jul 16, 2020 1:40 PM"
Software Engineering (L+E),06/17/2020 12:00 → 07/09/2020 15:05,en,"Jun 17, 2020 12:00 PM","Jul 9, 2020 3:05 PM",https://bestande.ch/uzh/50873013/chat,22,Leste Beben,20201,,"Jul 16, 2020 1:42 PM"
UWW 182 Ecosystems and Climate,05/28/2020 14:45 → 07/09/2020 16:16,de,"May 28, 2020 2:45 PM","Jul 9, 2020 4:16 PM",https://bestande.ch/uzh/50774932/chat,42,Nurnoloco,20201,,"Jul 16, 2020 1:43 PM"
Financial Crises (L),06/17/2020 12:00 → 07/08/2020 16:23,en,"Jun 17, 2020 12:00 PM","Jul 8, 2020 4:23 PM",https://bestande.ch/uzh/50976505/chat,21,unilife6,20201,,"Jul 16, 2020 1:45 PM"
Netzwerkoptimierung: Theorie und Anwendungen (VU) (Theory and Applications of Network Optimization),06/12/2020 10:00 → 07/08/2020 16:09,en,"Jun 12, 2020 10:00 AM","Jul 8, 2020 4:09 PM",https://bestande.ch/uzh/50976489/chat,26,Irchelboy,20201,,"Jul 16, 2020 1:48 PM"
Big Data & Social Media,05/25/2020 12:00 → 07/08/2020 14:59,de,"May 25, 2020 12:00 PM","Jul 8, 2020 2:59 PM",https://bestande.ch/uzh/50970548/chat,44,uzhhenger,20201,,"Jul 16, 2020 1:49 PM"
Umweltproblemlösen II,05/27/2020 11:00 → 07/27/2020 13:56,de,"May 27, 2020 11:00 AM","Jul 27, 2020 1:56 PM",https://bestande.ch/eth/701-0008-00L/chat,61,Vorlesungsdude15,20201,,"Jul 28, 2020 9:35 AM"
"Applied Business Modelling and Analytics, Part II (S) (Neural Networks and Deep Learning)",05/23/2020 16:00 → 07/20/2020 15:47,en,"May 23, 2020 4:00 PM","Jul 20, 2020 3:47 PM",https://bestande.ch/uzh/50873101/chat,57,IamFirstHaha,20201,,"Jul 28, 2020 9:36 AM"
"Agent-based modeling for Business, Economics, Informatics and Social Science (L)",06/22/2020 18:00 → 07/20/2020 10:20,de,"Jun 22, 2020 6:00 PM","Jul 20, 2020 10:20 AM",https://bestande.ch/uzh/50941429/chat,27,futuref,20201,,"Jul 28, 2020 9:39 AM"
BIO 148 Introduction to Paleontology,05/26/2020 12:00 → 08/10/2020 19:44,de,"May 26, 2020 12:00 PM","Aug 10, 2020 7:44 PM",https://bestande.ch/uzh/50833394,76,Sigma,20201,,"Jul 28, 2020 9:40 AM"
AST 210 Astronomy Field Trips,07/31/2020 23:59 → 08/04/2020 10:42,de,"Jul 31, 2020 11:59 PM","Aug 4, 2020 10:42 AM",https://bestande.ch/uzh/50889185/chat,3,Chondrichthyles,20201,,"Aug 13, 2020 8:36 AM"
Onlinejournalism,05/25/2020 12:00 → 08/01/2020 14:36,de,"May 25, 2020 12:00 PM","Aug 1, 2020 2:36 PM",https://bestande.ch/uzh/50970553/chat,68,sinfluencer,20201,,"Aug 13, 2020 8:36 AM"
Media Socialization of Adolescents,05/27/2020 15:45 → 07/30/2020 10:54,de,"May 27, 2020 3:45 PM","Jul 30, 2020 10:54 AM",https://bestande.ch/uzh/50970543/chat,63,nemo,20201,,"Aug 13, 2020 8:41 AM"
Digitales Marketing,05/26/2020 9:45 → 07/30/2020 10:21,de,"May 26, 2020 9:45 AM","Jul 30, 2020 10:21 AM",https://bestande.ch/uzh/51000627/chat,65,newsdepriviert,20201,,"Aug 13, 2020 8:43 AM"
Umweltproblemlösen II,05/27/2020 15:00 → 07/27/2020 13:56,de,"May 27, 2020 3:00 PM","Jul 27, 2020 1:56 PM",https://bestande.ch/eth/701-0008-00L/chat,60,Vorlesungsdude15,20201,,"Aug 13, 2020 8:44 AM"
BME 336 Muscle and Bone Bioengineering,10/07/2020 17:00 → 11/03/2020 11:46,de,"Oct 7, 2020 5:00 PM","Nov 3, 2020 11:46 AM",https://bestande.ch/uzh/51002206,26,irchelAvocado15,20202,,"Aug 13, 2020 8:46 AM"
UWW 131 Environmental Economics,10/26/2020 17:00 → 10/30/2020 16:21,de,"Oct 26, 2020 5:00 PM","Oct 30, 2020 4:21 PM",https://bestande.ch/uzh/50898116/chat,3,wandelndebohne,20202,,"Nov 3, 2020 5:20 PM"
Python - A non-technical introduction with applications to Marketing (L),08/28/2020 9:00 → 10/22/2020 12:53,de,"Aug 28, 2020 9:00 AM","Oct 22, 2020 12:53 PM",https://bestande.ch/uzh/50854870/chat,55,züriEnthusiast5,20201,,"Nov 3, 2020 5:31 PM"
BIO 299 Veterinary and wild animal parasitology,10/07/2020 17:00 → 10/20/2020 10:34,de,"Oct 7, 2020 5:00 PM","Oct 20, 2020 10:34 AM",https://bestande.ch/uzh/50917564/chat,12,blyatman69,20201,,"Nov 3, 2020 5:34 PM"
Introduction to Machine Learning,05/26/2020 15:00 → 09/17/2020 1:01,en,"May 26, 2020 3:00 PM","Sep 17, 2020 1:01 AM",https://bestande.ch/eth/252-0220-00L/chat,113,IamFirstHaha,20201,,"Nov 3, 2020 5:53 PM"
Applied Statistical Regression,08/20/2020 11:54 → 09/10/2020 14:08,en,"Aug 20, 2020 11:54 AM","Sep 10, 2020 2:08 PM",https://bestande.ch/eth/401-0649-00L/chat,21,IamFirstHaha,20201,,"Nov 3, 2020 5:53 PM"
Applied Multivariate Statistics,05/25/2020 17:00 → 09/09/2020 19:12,en,"May 25, 2020 5:00 PM","Sep 9, 2020 7:12 PM",https://bestande.ch/eth/401-0102-00L/chat,107,IamFirstHaha,20201,,"Nov 3, 2020 6:01 PM"
Finance with Excel (S),08/22/2020 18:00 → 08/31/2020 8:21,de,"Aug 22, 2020 6:00 PM","Aug 31, 2020 8:21 AM",https://bestande.ch/uzh/50320941/chat,8,herzli,20201,,"Nov 3, 2020 6:02 PM"
Interaktive Marketingkommunikation (VU) (Interactive Marketing Communication),10/21/2020 13:30 → 11/20/2020 7:58,de,"Oct 21, 2020 1:30 PM","Nov 20, 2020 7:58 AM",https://bestande.ch/uzh/50799723/chat,29,kermit,20202,,"Nov 3, 2020 6:05 PM"
BME 355 Pain - Mechanisms and clinical presentations,10/30/2020 17:00 → 11/17/2020 21:08,en,"Oct 30, 2020 5:00 PM","Nov 17, 2020 9:08 PM",https://bestande.ch/uzh/50940684/chat,18,Oerlikonspaghetti6,20202,,"Nov 22, 2020 5:24 PM"
Accounting bootcamp for Master's students (L),09/25/2020 15:00 → 11/11/2020 16:21,en,"Sep 25, 2020 3:00 PM","Nov 11, 2020 4:21 PM",https://bestande.ch/uzh/50997551/chat,47,züriEnthusiast5,20202,,"Nov 22, 2020 5:30 PM"
Marketing Strategy (S),09/03/2020 17:00 → 11/11/2020 8:28,de,"Sep 3, 2020 5:00 PM","Nov 11, 2020 8:28 AM",https://bestande.ch/uzh/50821262/chat,68,Diggi,20202,,"Nov 22, 2020 5:32 PM"
R - a non-technical introduction with applications to Marketing (L),09/11/2020 17:00 → 11/09/2020 12:51,de,"Sep 11, 2020 5:00 PM","Nov 9, 2020 12:51 PM",https://bestande.ch/uzh/50821129/chat,58,kingstylomater,20202,,"Nov 22, 2020 5:33 PM"
Consumer Insights (VU),09/11/2020 16:00 → 11/09/2020 14:25,de,"Sep 11, 2020 4:00 PM","Nov 9, 2020 2:25 PM",https://bestande.ch/uzh/50799715/chat,58,CopyPasta,20202,,"Nov 22, 2020 5:34 PM"
Datenorientierte Programmierung (V+Ü) (Data Oriented Programming),11/02/2020 19:45 → 11/06/2020 22:24,de,"Nov 2, 2020 7:45 PM","Nov 6, 2020 10:24 PM",https://bestande.ch/uzh/50792059/chat,4,zhaw,20202,,"Nov 22, 2020 5:44 PM"
Corporate Entrepreneurship (S),11/05/2020 18:00 → 11/06/2020 8:49,de,"Nov 5, 2020 6:00 PM","Nov 6, 2020 8:49 AM",https://bestande.ch/uzh/50461417/chat,0,Irchelboy,20202,,"Nov 22, 2020 5:46 PM"
Machine Learning - A non-technical introduction with applications to Marketing (L),09/04/2020 17:00 → 11/04/2020 13:39,de,"Sep 4, 2020 5:00 PM","Nov 4, 2020 1:39 PM",https://bestande.ch/uzh/50840902/chat,60,CopyPasta,20202,,"Nov 22, 2020 5:47 PM"
,,,,,,,,,,"Nov 22, 2020 5:48 PM"
